1566	4172	9345	1835	4406	1984	4795	4031	2196	5676	5620	4437	5602	5597	4059	4288	1178	4422	5547	4101	3482	4756	9223372036854775807	9116	4771	1693	2822	3849	4622	4451	714	2103	3046	5564	4027	5966	4863	2346	5000	2021	2056	2946	3504	4503	2394	3388	4464	3974	2452	3128	2210	5755	4565	4064	3812	6063	4600	3762	1101	2205	4153	896	5236	862	3466	3388	679	2394	3824	3824	6158	1189	4073	5727	1106	4780	5864	2369	4593	4340	4248	916	5000	4670	5670	4290	2326	4579	4236	9352	4447
10681	6886	229	10951	7120	11100	7749	6689	11311	5520	5464	7151	5446	5440	7654	7002	8098	7136	5390	5015	5633	5763	9116	9223372036854775807	5779	7528	11938	6563	7336	5459	9829	8155	6070	5392	5089	5793	7521	6899	7658	8118	8153	12062	6381	7284	8915	7021	8060	7569	8549	6687	11326	5583	8160	7660	5304	5890	8195	7358	10771	8727	7749	10977	5064	11011	6791	6870	11194	11510	6482	6482	5986	10305	6787	5555	10222	7615	5692	11485	7952	9720	7649	10849	4828	5678	5497	7461	11441	7414	9616	236	7847
6337	1353	6008	6606	1587	6755	2217	1156	6966	2339	2283	1619	2265	2260	2121	1469	3753	1604	2210	763	1289	22	4771	5779	9223372036854775807	3147	8245	994	1767	423	5482	2585	1688	2190	707	2592	1951	1900	2088	3538	3574	8368	811	1715	4336	1451	2491	2000	3970	1117	7633	2381	2591	2090	922	2689	2626	1788	5202	4147	2179	5407	1862	5442	1222	1300	5625	7817	913	913	2784	5923	1218	2353	6140	2046	2490	7791	2382	4151	2079	5280	1626	498	2296	1892	7748	1845	4047	5978	2278
3258	2740	7757	3528	2975	3677	3364	2407	3888	4089	4033	3006	4015	4009	2627	2857	675	2991	3959	2513	1895	3168	1693	7528	3147	9223372036854775807	4562	2418	3191	2872	2453	672	1459	3976	2439	4378	3239	722	3376	590	625	4685	1880	3003	1387	1765	3033	2543	1021	1505	3950	4167	3134	2633	2224	4475	3168	2331	2137	1199	2722	2342	3649	2377	2035	1957	2560	4134	2201	2201	4571	2858	2642	4139	3075	3333	4276	4109	3162	4324	2817	2215	3413	2947	4082	2859	4065	3133	4220	7764	3016
1257	7728	12167	1178	7962	838	8351	8030	627	8498	8443	7994	8425	8419	7615	7844	4000	7978	8369	6923	6305	8266	2822	11938	8245	4562	9223372036854775807	7384	8157	8474	3167	4925	5868	8386	6849	8788	8841	5168	8978	4700	4555	123	6326	8038	4335	6211	8000	7509	4318	5950	802	8577	8100	7600	6634	8885	8135	7297	3043	4146	7688	2838	8059	2803	7001	6923	2620	619	7803	7803	8981	2321	7608	8549	2238	8315	8686	490	8128	6281	7784	2965	7823	8549	8492	7825	687	8114	6178	12174	7982
6127	323	6792	6397	557	6546	1342	779	6757	3123	3068	588	3050	3044	1044	439	2831	573	2994	1548	2073	1015	3849	6563	994	2418	7384	9223372036854775807	773	1244	4643	1746	2509	3011	1528	3413	1453	1559	1590	2699	2734	7529	471	930	3497	1111	1452	1161	3130	777	6793	3202	1553	1392	1744	3510	1587	949	4363	3308	1303	4568	2684	4602	383	461	4786	6977	573	573	3606	5084	224	3174	5300	1208	3311	6952	1430	3311	1085	4440	2448	1319	3117	898	6909	1007	3208	6799	1284
6900	450	7565	7170	454	7319	569	753	7530	3896	3841	423	3823	3817	271	334	3604	346	3767	2321	2846	1788	4622	7336	1767	3191	8157	773	9223372036854775807	2017	5416	2519	3282	3784	2301	4186	681	2332	817	3472	3507	8302	1244	158	4270	1884	679	709	3903	1550	7566	3975	780	619	2516	4283	814	653	5136	4081	530	5341	3457	5375	1156	1234	5558	7750	960	960	4379	5857	549	3947	6073	435	4084	7725	657	4084	313	5213	3221	2092	3890	125	7681	234	3981	7572	511
7217	1567	5688	7486	1801	7636	2430	1370	7847	2019	1963	1832	1945	1940	2335	1683	3433	1817	1890	444	969	444	4451	5459	423	2872	8474	1244	2017	9223372036854775807	5165	2836	1405	1907	424	2308	2202	2234	2339	3453	3488	7397	1062	1965	4251	1701	2741	2250	3884	1367	6661	2098	2841	2341	639	2405	2876	2038	5452	4062	2430	5657	1579	5692	1472	1551	5129	6845	1163	1163	2501	5640	1468	2070	5557	2296	2207	6820	2633	4401	2330	5530	1343	358	2012	2142	6777	2095	4297	5695	2528
1911	4965	10059	2180	5200	2329	5589	5268	2541	6390	6334	5231	6316	6310	4852	5082	1891	5216	6260	4814	4196	5504	714	9829	5482	2453	3167	4643	5416	5165	9223372036854775807	2781	3760	7479	4741	7880	6078	3139	6215	1937	1792	3291	4938	5275	1573	4182	5237	4747	1556	3922	2555	7670	5338	4837	4525	7977	5372	4535	280	1384	4926	330	7151	365	4239	4161	548	2739	5040	5040	8073	846	4845	7642	1063	5553	7779	2714	5365	3519	5021	202	6915	5787	7584	5063	2671	5352	3415	11266	5219
3669	2069	8384	3938	2303	4087	2692	2371	4299	4715	4659	2334	4641	4636	1956	2185	1085	2319	4586	3140	2567	2607	2103	8155	2585	672	4925	1746	2519	2836	2781	9223372036854775807	2130	4603	3120	5005	3203	1394	3340	953	988	5049	2063	2400	1751	2437	2361	1871	1384	2176	4313	4794	2462	1961	3335	5102	2496	1659	2500	1562	2050	2706	4275	2740	1363	1285	2923	4497	2164	2164	5197	3292	1970	4766	3209	2677	4903	4472	2490	3652	2145	2578	4039	2911	4709	2187	4429	2476	3548	8391	2344
4612	2832	6299	4881	3066	5030	3696	2635	5242	2630	2574	3098	2556	2551	3600	2948	2028	3082	2501	1055	436	1710	3046	6070	1688	1459	5868	2509	3282	1405	3760	2130	9223372036854775807	2518	981	2919	3467	829	3604	2048	2083	5992	1987	3231	2846	1872	4006	3516	2479	1611	5256	2709	4107	3606	766	3016	4141	3304	4148	2657	3695	3942	2190	3908	2738	2816	3725	5440	2429	2429	3112	4235	2733	2681	4152	3561	2818	5415	3939	5666	3595	3962	1954	1624	2623	3408	5372	3361	5563	6306	3793
7129	3334	5621	7399	3568	7548	4198	3137	7759	644	588	3599	570	565	4102	3450	4546	3584	515	1463	2081	2211	5564	5392	2190	3976	8386	3011	3784	1907	7479	4603	2518	9223372036854775807	1521	402	3953	3331	4090	4550	4585	8494	2813	3717	5348	3453	4492	4002	4981	3119	7758	707	4593	4092	1736	499	4627	3790	7204	5159	4181	7409	753	7444	3224	3302	7627	7942	2915	2915	594	6737	3219	679	6654	4047	816	7917	4384	6152	4081	7282	873	2110	622	3894	7874	3847	6049	5628	4279
5593	1851	5318	5862	2085	6011	2715	1654	6223	1649	1593	2117	1575	1570	2619	1967	3009	2101	1520	74	545	729	4027	5089	707	2439	6849	1528	2301	424	4741	3120	981	1521	9223372036854775807	1939	2486	1810	2623	3029	3064	6973	1346	2250	3827	2853	3025	2535	3460	2592	6237	1728	3126	2625	215	2036	3160	2323	5128	3638	2714	4923	1209	4889	1757	1835	4706	6421	1448	1448	2131	5216	1752	1700	5133	2580	1837	6396	2917	4685	2614	4943	973	643	1643	2427	6353	2380	4582	5325	2812
7531	3736	6023	7801	3970	7950	4599	3539	8161	678	567	4001	585	591	4504	3852	4948	3986	640	1865	2483	2613	5966	5793	2592	4378	8788	3413	4186	2308	7880	5005	2919	402	1939	9223372036854775807	4355	3733	4492	4952	4987	8896	3215	4118	5750	3855	4894	4403	5383	3521	8160	615	4995	4494	2138	97	5029	4192	7605	5561	4583	7811	1154	7845	3626	3704	8028	8344	3316	3316	193	7139	3621	476	7056	4449	506	8319	4786	6554	4483	7683	1275	2512	700	4295	8275	4248	6450	6029	4681
7584	1131	7750	7854	1135	8003	988	832	8214	4081	4026	1104	4007	4002	881	1015	3845	1026	3952	2506	3031	1973	4863	7521	1951	3239	8841	1453	681	2202	6078	3203	3467	3953	2486	4355	9223372036854775807	2517	137	4156	4191	8986	1429	523	4953	2069	1289	1320	4587	1735	8250	4279	1390	1229	2701	4797	1424	1264	5819	4765	1140	6025	3641	6059	1840	1918	6242	8434	1038	1038	4821	6541	1230	4132	6757	854	4388	8409	1190	4768	923	5897	3405	2277	4193	736	8365	653	4664	7757	1121
3911	1882	7128	4181	2116	4330	2746	1685	4541	3459	3403	2148	3385	3380	2650	1998	1328	2132	3330	1883	1265	1921	2346	6899	1900	722	5168	1559	2332	2234	3139	1394	829	3331	1810	3733	2517	9223372036854775807	2654	1312	1347	5291	1158	2281	2109	1043	3047	2566	1743	783	4556	3538	3148	2656	1595	3845	3182	2354	2859	1921	2745	3064	3019	3099	1788	1866	3024	4740	1479	1479	3941	3535	1783	3510	3451	2611	3647	4715	2948	4716	2680	2937	2783	2225	3452	2493	4671	2411	4613	7135	2879
7721	1268	7887	7990	1272	8140	1125	969	8351	4218	4162	1241	4144	4139	1018	1152	3982	1163	4089	2643	3168	2110	5000	7658	2088	3376	8978	1590	817	2339	6215	3340	3604	4090	2623	4492	137	2654	9223372036854775807	4293	4328	9122	1566	660	5090	2205	1426	1456	4724	1871	8387	4142	1527	1366	2838	4660	1561	1401	5956	4902	1277	6161	3778	6196	1976	2055	6379	8571	1175	1175	4684	6678	1367	4590	6894	991	4251	8546	1327	4905	1060	6034	3542	2414	4056	872	8502	790	4801	7894	1258
3443	3022	8347	3712	3256	3862	3645	3324	4073	4678	4623	3287	4604	4599	2909	3138	1003	3272	4549	3103	2484	3560	2021	8118	3538	590	4700	2699	3472	3453	1937	953	2048	4550	3029	4952	4156	1312	4293	9223372036854775807	145	4823	2470	3353	907	2354	3315	2824	541	2094	4088	4757	3415	2914	2814	5065	3450	2612	1657	718	3003	1862	4238	1897	2316	2238	2080	4271	3117	3117	5160	2378	2923	4729	2595	3630	4866	4246	3443	3993	3098	1735	4002	3864	4672	3140	4203	3429	3890	8354	3297
3298	3057	8382	3568	3291	3717	3680	3359	3928	4713	4658	3322	4640	4634	2944	3173	1038	3307	4584	3138	2520	3595	2056	8153	3574	625	4555	2734	3507	3488	1792	988	2083	4585	3064	4987	4191	1347	4328	145	9223372036854775807	4678	2505	3388	763	2390	3350	2859	396	2129	3943	4792	3450	2950	2849	5100	3485	2647	1512	574	3038	1717	4274	1752	2351	2273	1935	4127	3153	3153	5196	2234	2958	4764	2450	3665	4901	4102	3478	3848	3134	1590	4038	3899	4707	3175	4058	3464	3745	8389	3332
1380	7851	12291	900	8086	962	8475	8154	750	8622	8566	8117	8548	8543	7738	7968	4124	8102	8493	7046	6428	8390	2946	12062	8368	4685	123	7529	8302	7397	3291	5049	5992	8494	6973	8896	8986	5291	9122	4823	4678	9223372036854775807	6449	8161	4458	6334	8123	7633	4442	6074	633	8701	8224	7723	6758	9008	8258	7421	3166	4270	7812	2961	8182	2926	7125	7047	2743	586	7926	7926	9104	2445	7731	8673	2361	8439	8810	366	8251	6405	7907	3088	7946	8673	8615	7949	518	8238	6301	12298	8105
5069	794	6610	5339	1028	5488	1657	597	5699	2941	2885	1059	2867	2862	1562	910	2486	1044	2812	1366	2423	833	3504	6381	811	1880	6326	471	1244	1062	4938	2063	1987	2813	1346	3215	1429	1158	1566	2470	2505	6449	9223372036854775807	1192	3267	710	1959	1477	2901	376	5714	3020	2059	1568	1561	3328	2094	1266	4679	3079	1657	4884	2501	4919	699	778	4182	5898	390	390	3423	4693	695	2992	4610	1523	3129	5873	1860	3628	1592	4757	2265	1137	2935	1405	5829	1322	3524	6617	1790
6781	608	7514	7051	612	7200	465	595	7411	3845	3789	581	3771	3765	358	492	3485	503	3715	2269	2794	1737	4503	7284	1715	3003	8038	930	158	1965	5275	2400	3231	3717	2250	4118	523	2281	660	3353	3388	8161	1192	9223372036854775807	4151	1832	766	796	3784	1498	7447	3924	867	706	2465	4231	901	741	5016	3962	617	5222	3405	5256	1313	1391	5439	7631	802	802	4327	5738	707	3896	5954	331	4032	7606	667	3965	400	5094	3169	2041	3838	213	7562	130	3861	7520	598
3078	3819	9145	3348	4054	3497	4443	4122	3708	5476	5420	4085	5402	5396	3706	3936	1801	4070	5347	3900	3282	4358	2394	8915	4336	1387	4335	3497	4270	4251	1573	1751	2846	5348	3827	5750	4953	2109	5090	907	763	4458	3267	4151	9223372036854775807	3152	4112	3622	526	2892	3723	5555	4213	3712	3612	5862	4247	3410	1292	189	3801	1497	5036	1532	3114	3036	1715	3907	3915	3915	5958	2014	3720	5527	2230	4428	5664	3882	4240	3629	3896	1370	4800	4662	5469	3938	3838	4227	3525	9152	4094
4954	1433	7250	5223	1668	5373	2297	1237	5584	3581	3525	1699	3507	3502	2202	1550	2370	1684	3452	2005	2308	1473	3388	7021	1451	1765	6211	1111	1884	1701	4182	2437	1872	3453	2853	3855	2069	1043	2205	2354	2390	6334	710	1832	3152	9223372036854775807	2598	2117	2786	334	5599	3660	2699	2208	2201	3967	2734	1905	3902	2963	2297	4107	3141	4142	1339	1418	4067	5782	1030	1030	4063	4577	1335	3632	4494	2163	3769	5757	2500	4268	2232	3980	2905	1777	3574	2045	5714	1962	4164	7257	2430
6743	1129	8289	7012	1134	7162	1059	1362	7373	4620	4565	1102	4546	4541	408	1013	3447	1025	4491	3045	3570	2512	4464	8060	2491	3033	8000	1452	679	2741	5237	2361	4006	4492	3025	4894	1289	3047	1426	3315	3350	8123	1959	766	4112	2598	9223372036854775807	643	3746	2264	7409	4699	101	553	3240	5007	135	702	4978	3923	464	5183	4180	5218	1268	1190	5401	7593	1568	1568	5102	5699	1228	4671	5916	1044	4808	7567	856	3927	512	5056	3945	2816	4614	554	7524	843	3823	8296	710
6252	1160	7799	6522	1164	6671	1089	1392	6882	4130	4074	1132	4056	4050	438	1043	2956	1055	4001	2554	3079	2022	3974	7569	2000	2543	7509	1161	709	2250	4747	1871	3516	4002	2535	4403	1320	2566	1456	2824	2859	7633	1477	796	3622	2117	643	9223372036854775807	3255	1783	6918	4209	744	90	2750	4516	779	377	4488	3433	179	4693	3690	4727	778	700	4910	7102	1598	1598	4612	5209	1258	4181	5425	1074	4318	7077	886	3436	542	4565	3454	2326	4123	584	7034	873	3333	7805	740
3061	3453	8778	3331	3687	3480	4076	3755	3691	5109	5054	3718	5036	5030	3340	3569	1434	3703	4980	3534	2916	3991	2452	8549	3970	1021	4318	3130	3903	3884	1556	1384	2479	4981	3460	5383	4587	1743	4724	541	396	4442	2901	3784	526	2786	3746	3255	9223372036854775807	2526	3706	5188	3846	3346	3245	5496	3881	3043	1275	337	3435	1481	4670	1515	2748	2669	1698	3890	3549	3549	5592	1997	3354	5160	2213	4061	5297	3865	3874	3612	3530	1353	4434	4295	5103	3572	3821	3861	3508	8785	3728
4694	1099	6916	4963	1334	5112	1963	903	5324	3247	3191	1365	3173	3168	1868	1216	2110	1350	3118	1671	2048	1139	3128	6687	1117	1505	5950	777	1550	1367	3922	2176	1611	3119	2592	3521	1735	783	1871	2094	2129	6074	376	1498	2892	334	2264	1783	2526	9223372036854775807	5338	3326	2365	1874	1867	3633	2399	1571	3642	2703	1963	3847	2807	3881	1005	1083	3807	5522	696	696	3729	4317	1001	3298	4234	1829	3435	5497	2165	3934	1898	3719	2571	1443	3240	1711	5454	1628	3830	6923	2096
645	7116	11555	375	7350	848	7739	7418	1060	7886	7831	7382	7813	7807	7003	7232	3388	7366	7757	6311	5693	7654	2210	11326	7633	3950	802	6793	7566	6661	2555	4313	5256	7758	6237	8160	8250	4556	8387	4088	3943	633	5714	7447	3723	5599	7409	6918	3706	5338	9223372036854775807	7965	7488	6987	6022	8273	7523	6685	2431	3534	7076	2225	7447	2191	6389	6311	2008	184	7190	7190	8369	1709	6996	7937	1626	7703	8074	267	7516	5669	7171	2353	7211	7937	7880	7213	115	7502	5566	11562	7370
7321	3525	5812	7590	3759	7739	4389	3328	7951	63	589	3791	607	612	4293	3641	4737	3775	662	1654	2273	2403	5755	5583	2381	4167	8577	3202	3975	2098	7670	4794	2709	707	1728	615	4279	3538	4142	4757	4792	8701	3020	3924	5555	3660	4699	4209	5188	3326	7965	9223372036854775807	4784	4283	1927	518	4818	3981	7395	5350	4372	7600	604	7635	3415	3493	7818	8133	3106	3106	543	6928	3410	498	6845	4239	109	8108	4575	6344	4272	7473	840	2301	85	4085	8065	4038	6240	5819	4471
